timestamp,v_x,w_z
1715420036.253711547,0.00771802,-0.000523599
1715420036.303692672,0.00771802,0.000523599
1715420036.353684657,0.054099,-0.00122173
1715420036.403648035,0.054099,0.000174533
1715420036.453628671,0.0491109,-0.000698132
1715420036.503678339,0.0353051,-0.0010472
1715420036.553636141,0.0311557,-0.000523599
1715420036.603629780,0.0311557,-0.0015708
1715420036.653695352,0.0556229,0.000698132
1715420036.703619200,0.0556229,-0.000174533
1715420036.753652495,0.0179097,-0.000523599
1715420036.803635907,0.0179097,-0.000698132
1715420036.853692895,0.0383776,0
1715420036.903704150,0.0383776,-0.0015708
1715420036.953632707,0.0370289,-0.000174533
1715420037.003623322,0.0370289,-0.000523599
1715420037.053754668,0.0214915,-0.000523599
1715420037.103638003,0.0214915,-0.000523599
1715420037.153695822,0.0166412,-0.00122173
1715420037.203755236,0.0166412,-0.000698132
1715420037.253669050,0.0344624,-0.0015708
1715420037.303727588,0.0344624,0.000523599
1715420037.353684071,0.0509364,-0.000698132
1715420037.403702789,0.0509364,-0.000698132
1715420037.453669815,0.0204672,0.000174533
1715420037.503757776,0.0204672,-0.000174533
1715420037.553661120,0.030237,-0.0010472
1715420037.603708527,0.030237,-0.000523599
1715420037.653691762,0.0136649,-0.0010472
1715420037.703705163,0.0136649,-0.000698132
1715420037.753783077,0.00976973,-0.000523599
1715420037.803686839,0.00976973,-0.0010472
1715420037.853926885,0.0399701,-0.000698132
1715420037.903776552,0.0399701,-0.000698132
1715420037.953743862,0.0124846,-0.000174533
1715420038.003742938,0.0124846,-0.000698132
1715420038.053748920,0.0329726,-0.000174533
1715420038.103682001,0.0329726,-0.000174533
1715420038.153733311,0.0206679,-0.000698132
1715420038.203715020,0.0206679,-0.000698132
1715420038.253741174,0.0148163,-0.0020944
1715420038.303826185,0.0148163,0
1715420038.353710848,0.0138249,-0.000174533
1715420038.403727103,0.0138249,-0.000523599
1715420038.453837834,0.0580236,-0.000523599
1715420038.503772780,0.0580236,0
1715420038.553747936,0.00982093,-0.00122173
1715420038.603855434,0.00982093,0
1715420038.653698865,0.0404927,-0.0010472
1715420038.703786307,0.0404927,0
1715420038.753716554,0.0465085,-0.000523599
1715420038.803753831,0.0465085,-0.00122173
1715420038.854290483,0.042288,-0.000698132
1715420038.903721029,0.042288,-0.0010472
1715420038.953813472,0.023109,-0.00122173
1715420039.003779837,0.023109,-0.000174533
1715420039.053727656,0.0190131,-0.00122173
1715420039.103771022,0.0190131,0
1715420039.153811380,0.0183859,0
1715420039.203787911,0.0183859,-0.0015708
1715420039.253779209,0.0396143,-0.0010472
1715420039.303835582,0.0396143,-0.000698132
1715420039.353755111,0.00777778,-0.000174533
1715420039.403798076,0.00777778,-0.000523599
1715420039.453854346,0.0616673,-0.0010472
1715420039.503720280,0.0616673,-0.00122173
1715420039.553742540,0.029955,-0.0015708
1715420039.603784280,0.029955,-0.00122173
1715420039.653714022,0.0148501,-0.000523599
1715420039.703786275,0.0148501,-0.0015708
1715420039.754237988,0.0220567,-0.000523599
1715420039.803799021,0.0220567,-0.0010472
1715420039.853811449,0.0606962,0
1715420039.903846970,0.0606962,-0.000523599
1715420039.953782882,0.0439293,-0.00122173
1715420040.003842043,0.0439293,-0.000523599
1715420040.053823328,0.0303732,-0.0010472
1715420040.103786762,0.0303732,-0.0010472
1715420040.153814596,0.0393504,-0.000174533
1715420040.203798416,0.0393504,-0.0010472
1715420040.253796298,0.0431451,-0.0010472
1715420040.303832251,0.0431451,-0.0020944
1715420040.353842826,0.0055625,-0.00122173
1715420040.403889964,0.0055625,0.000523599
1715420040.453850929,0.0354382,-0.000523599
1715420040.503865208,0.0350011,-0.0010472
1715420040.553890364,0.00885845,-0.000523599
1715420040.603871009,0.00885845,-0.000698132
1715420040.653882434,0.021904,-0.0010472
1715420040.703848961,0.021904,-0.00122173
1715420040.753879630,0.00223952,-0.0015708
1715420040.803873362,0.00223952,-0.000698132
1715420040.853840555,0.0500008,-0.00122173
1715420040.903872734,0.0500008,-0.0010472
1715420040.953926751,0.0389702,-0.0015708
1715420041.003848960,0.0389702,-0.00122173
1715420041.053865141,0.0155282,-0.000698132
1715420041.103966556,0.0155282,-0.000523599
1715420041.153895713,0.0093335,-0.000174533
1715420041.203888763,0.0093335,-0.000698132
1715420041.253867160,0.0438185,-0.000523599
1715420041.303935941,0.0438185,-0.0015708
1715420041.353936073,0.0586769,-0.00122173
1715420041.403859334,0.0586769,-0.00122173
1715420041.453886015,0.055406,-0.000174533
1715420041.503936429,0.055406,-0.00122173
1715420041.553879908,0.0374259,-0.00122173
1715420041.603925193,0.0374259,-0.000174533
1715420041.653888719,0.03866,-0.000174533
1715420041.703913355,0.03866,-0.000174533
1715420041.753894695,0.067937,0.000698132
1715420041.803945201,0.067937,-0.00174533
1715420041.853915568,0.0168531,-0.0010472
1715420041.904000412,0.0168531,-0.000523599
1715420041.953937606,0.0205217,0
1715420042.003836363,0.0205217,-0.000698132
1715420042.053938706,0.02085,-0.0010472
1715420042.103977584,0.02085,-0.0010472
1715420042.153907358,0.0180556,-0.000523599
1715420042.203962420,0.0180556,-0.0010472
1715420042.253958249,0.0163039,-0.000174533
1715420042.303914709,0.0163039,-0.000698132
1715420042.353926335,0.0343783,-0.000698132
1715420042.403963043,0.0343783,-0.000523599
1715420042.453994607,0.0242829,-0.00122173
1715420042.503877761,0.0242829,-0.0015708
1715420042.553897970,0.0379164,-0.00122173
1715420042.603971365,0.0379164,-0.000174533
1715420042.653917952,0.0263669,-0.0010472
1715420042.703915608,0.0263669,0.000174533
1715420042.753966840,0.0507939,-0.000523599
1715420042.803999742,0.0507939,-0.00174533
1715420042.853884945,0.0531972,-0.000174533
1715420042.903956381,0.0531972,-0.000698132
1715420042.953972599,0.0143507,-0.000698132
1715420043.004003808,0.0143507,-0.0010472
1715420043.053925113,0.0449966,-0.00122173
1715420043.103964368,0.0449966,-0.000698132
1715420043.153999379,0.0139885,-0.000698132
1715420043.203948865,0.0139885,-0.0015708
1715420043.253980648,0.0155282,-0.00174533
1715420043.304007475,0.0155282,-0.0015708
1715420043.354065663,0.00931695,-0.000523599
1715420043.403990982,0.00931695,-0.00122173
1715420043.454012381,0.0317324,-0.0010472
1715420043.503996992,0.0317324,-0.000174533
1715420043.553960446,0.0229667,-0.000698132
1715420043.603987545,0.0229667,-0.0010472
1715420043.654057056,0.0226759,-0.000174533
1715420043.703966466,0.0226759,-0.00122173
1715420043.753974931,0.053441,0.000523599
1715420043.804220648,0.053441,-0.0010472
1715420043.853950124,0.0170058,0
1715420043.903981294,0.0170058,-0.000523599
1715420043.954037722,0.0244776,0
1715420044.003970136,0.0244776,-0.00122173
1715420044.053983169,0.0121017,-0.00122173
1715420044.104034797,0.0121017,0
1715420044.154000983,0.0121748,-0.000698132
1715420044.203997165,0.0121748,-0.000174533
1715420044.254033187,0.00633431,-0.0010472
1715420044.304009200,0.00633431,-0.00122173
1715420044.354063766,0.00828691,-0.000698132
1715420044.404083770,0.00828691,-0.000174533
1715420044.454044644,0.0197046,-0.000698132
1715420044.504027557,0.0197046,-0.000698132
1715420044.554106829,0.0466873,-0.0010472
1715420044.604042069,0.0466873,-0.000174533
1715420044.654046743,0.0379947,-0.000174533
1715420044.703987977,0.0379947,-0.000174533
1715420044.754029962,0.0395041,-0.00122173
1715420044.804106556,0.0395041,-0.000523599
1715420044.854013701,0.0481382,0
1715420044.904050819,0.0481382,-0.0010472
1715420044.954040771,0.0117195,-0.000523599
1715420045.004043562,0.0117195,-0.000698132
1715420045.054008532,0.0222222,-0.000174533
1715420045.104063177,0.0222222,-0.0015708
1715420045.154069962,0.00944444,-0.0015708
1715420045.204051101,0.0454368,-0.0010472
1715420045.254046394,0.0634435,-0.000523599
1715420045.304114862,0.0634435,-0.0015708
1715420045.354220435,0.00672429,-0.000698132
1715420045.404078625,0.00672429,-0.000523599
1715420045.454100816,0.0384549,-0.000523599
1715420045.504077909,0.0384549,-0.000174533
1715420045.554068437,0.0325012,-0.0010472
1715420045.604106766,0.0105592,0.000174533
1715420045.654131742,0.0313138,0
1715420045.704062479,0.0313138,-0.00122173
1715420045.754110967,0.0498648,-0.000174533
1715420045.804076287,0.0498648,-0.000698132
1715420045.854063411,0.0214321,-0.000698132
1715420045.904099472,0.0214321,-0.0015708
1715420045.954629311,0.0803743,-0.0010472
1715420046.004081860,0.0803743,-0.000174533
1715420046.054587356,0.0363931,-0.0015708
1715420046.104133676,0.0363931,-0.0015708
1715420046.154024736,0.0380647,-0.000174533
1715420046.204098865,0.0380647,-0.000698132
1715420046.254075127,0.0235735,-0.000174533
1715420046.304149202,0.0235735,-0.00174533
1715420046.354057690,0.0152803,-0.000174533
1715420046.404115504,0.0152803,-0.00122173
1715420046.454152796,0.0224193,-0.0010472
1715420046.504094736,0.0224193,-0.00122173
1715420046.554110250,0.0363666,-0.000523599
1715420046.604116102,0.0363666,0.000174533
1715420046.654190433,0.0263669,-0.000698132
1715420046.704104807,0.0263669,0
1715420046.754148093,0.0259748,-0.000174533
1715420046.804241810,0.0259748,-0.000174533
1715420046.854175548,0.0139,0
1715420046.904163164,0.0139,-0.0015708
1715420046.954174973,0.03475,-0.000698132
1715420047.004127901,0.03475,-0.0015708
1715420047.054153365,0.0438731,-0.000523599
1715420047.104222965,0.0438731,-0.0010472
1715420047.154110693,0.00533594,-0.00122173
1715420047.204139398,0.00533594,-0.00122173
1715420047.254186323,0.0237788,-0.00122173
1715420047.304098905,0.0237788,-0.000174533
1715420047.354158793,0.037273,-0.000698132
1715420047.404185661,0.037273,-0.0010472
1715420047.454235792,0.0571878,-0.000174533
1715420047.504143864,0.0571878,-0.000523599
1715420047.554166072,0.026117,-0.000523599
1715420047.604276613,0.026117,-0.00226893
1715420047.654178755,0.0364397,-0.000523599
1715420047.704165541,0.0364397,-0.0010472
1715420047.754210552,0.039731,-0.000698132
1715420047.804279891,0.039731,-0.0010472
1715420047.854195941,0.0361335,-0.000698132
1715420047.904274035,0.0361335,-0.000523599
1715420047.954260777,0.0247097,-0.0010472
1715420048.004136824,0.0247097,-0.0010472
1715420048.054260680,0.0192851,-0.0010472
1715420048.154194237,0.0381295,-0.0010472
1715420048.204233801,0.0381295,-0.0010472
1715420048.254261158,0.0183523,-0.000698132
1715420048.304303394,0.0183523,0.000174533
1715420048.354225927,0.0460441,-0.0010472
1715420048.404208877,0.0460441,-0.00122173
1715420048.454224847,0.0475162,-0.000523599
1715420048.504266326,0.0489748,-0.000523599
1715420048.554191872,0.0507574,0.000174533
1715420048.604217784,0.0507574,-0.000523599
1715420048.654228726,0.0073388,-0.00122173
1715420048.704256949,0.0073388,-0.0010472
1715420048.754232825,0.00758694,0.000523599
1715420048.804294623,0.00758694,0
1715420048.854179508,0.0796932,-0.000698132
1715420048.904245695,0.0796932,-0.000174533
1715420048.954262361,0.041414,-0.000523599
1715420049.004195026,0.041414,-0.000174533
1715420049.054207357,0.0375658,0.000523599
1715420049.104298747,0.0375658,-0.000523599
1715420049.154196608,0.0121843,-0.000698132
1715420049.204251974,0.0121843,0.000174533
1715420049.254214867,0.0317312,-0.000698132
1715420049.304268181,0.0317312,0
1715420049.354249504,0.0351101,-0.0010472
1715420049.404274017,0.0351101,-0.00122173
1715420049.454186339,0.056243,-0.000698132
1715420049.504245684,0.056243,-0.000698132
1715420049.554298940,0.031013,-0.00122173
1715420049.604311199,0.031013,0.000174533
1715420049.654254492,0.0268972,0.000174533
1715420049.704293176,0.0268972,0.000174533
1715420049.754315185,0.0319782,-0.00122173
1715420049.804283200,0.0319782,-0.0015708
1715420049.854255110,0.0505556,-0.000698132
1715420049.904284525,0.0505556,-0.0015708
1715420049.954272673,0.0689454,-0.0010472
1715420050.004296156,0.0689454,-0.000174533
1715420050.054256798,0.0440232,-0.0015708
1715420050.104293098,0.0440232,-0.0010472
1715420050.154317404,0.0400617,0.000174533
1715420050.204269770,0.0400617,-0.000523599
1715420050.254237206,0.0126503,-0.00122173
1715420050.304333975,0.0126503,0
1715420050.354262115,0.0243844,-0.000174533
1715420050.404328486,0.0243844,-0.000174533
1715420050.454294389,0.0265855,-0.0010472
1715420050.504258979,0.0265855,-0.0010472
1715420050.554257537,0.028287,-0.000523599
1715420050.604378073,0.028287,-0.000698132
1715420050.654259455,0.010922,-0.000698132
1715420050.704291757,0.010922,-0.00122173
1715420050.754305144,0.0122348,-0.000698132
1715420050.804305067,0.0122348,0
1715420050.854262539,0.0188828,-0.000174533
1715420050.904346975,0.0188828,-0.000523599
1715420050.954291997,0.0242241,-0.000523599
1715420051.004316384,0.0242241,-0.00122173
1715420051.054393382,0.0403352,-0.0015708
1715420051.104263618,0.0403352,-0.000698132
1715420051.154322819,0.0259644,-0.000698132
1715420051.204376291,0.0259644,-0.00122173
1715420051.254449787,0.0121843,-0.0010472
1715420051.304314814,0.0121843,0.000174533
1715420051.354379400,0.0185301,-0.000174533
1715420051.404435611,0.0185301,-0.0015708
1715420051.454325246,0.020171,-0.00122173
1715420051.504415364,0.020171,-0.000174533
1715420051.554268231,0.00973808,-0.000523599
1715420051.604286322,0.00973808,-0.000698132
1715420051.654271495,0.0116799,-0.000174533
1715420051.704298201,0.0116799,-0.000698132
1715420051.754271310,0.00211549,-0.00122173
1715420051.804403338,0.00211549,-0.00122173
1715420051.854403858,0.0511994,-0.0015708
1715420051.904345674,0.0511994,-0.00122173
1715420051.954419584,0.0611774,-0.000523599
1715420052.004435086,0.0611774,-0.000174533
1715420052.054359739,0.037335,-0.000698132
1715420052.104356079,0.037335,-0.0010472
1715420052.154446303,0.0140573,-0.000698132
1715420052.204322265,0.073938,-0.000698132
1715420052.254328294,0.0247737,-0.00174533
1715420052.304406444,0.0247737,-0.000174533
1715420052.354371499,0.0271214,-0.0010472
1715420052.404412870,0.0271214,-0.000174533
1715420052.454400543,0.00778274,-0.000698132
1715420052.504689752,0.00778274,0
1715420052.554392336,0.0175198,-0.000698132
1715420052.604335908,0.0175198,-0.0015708
1715420052.654418490,0.0510643,-0.00122173
1715420052.704428398,0.0510643,-0.00122173
1715420052.754430942,0.00424918,0
1715420052.804394892,0.00424918,-0.000523599
1715420052.854375721,0.0278361,-0.000698132
1715420052.904407003,0.0278361,-0.0010472
1715420052.954449969,0.0548602,-0.0015708
1715420053.004399671,0.0548602,0
1715420053.054452356,0.00913716,-0.000523599
1715420053.104450163,0.00913716,0
1715420053.154447585,0.0482359,-0.0010472
1715420053.204467151,0.0482359,-0.000174533
1715420053.254457076,0.047474,-0.000174533
1715420053.304363007,0.047474,0
1715420053.354497024,0.0191566,-0.00122173
1715420053.404409002,0.0191566,-0.000174533
1715420053.454506504,0.0170895,0
1715420053.504420641,0.0170895,-0.000174533
1715420053.554443643,0.0264415,-0.0010472
1715420053.604446943,0.0264415,0
1715420053.654455874,0.0151968,-0.000523599
1715420053.704442820,0.0151968,-0.0015708
1715420053.754443835,0.0302178,-0.0010472
1715420053.804481770,0.0302178,-0.0010472
1715420053.854483886,0.0236225,-0.000698132
1715420053.904448017,0.0236225,-0.0015708
1715420053.954489358,0.0296924,-0.0015708
1715420054.004437370,0.0296924,0.000174533
1715420054.054438713,0.0535182,-0.000174533
1715420054.104512587,0.0535182,-0.0015708
1715420054.154447589,0.0380058,-0.000698132
1715420054.204463272,0.0380058,-0.000174533
1715420054.254522718,0.0319746,-0.0010472
1715420054.304535932,0.0319746,-0.000174533
1715420054.354424249,0.0363677,-0.0010472
1715420054.404693967,0.0363677,0
1715420054.454551232,0.0312608,-0.000698132
1715420054.504510496,0.0312608,0.000698132
1715420054.554527726,0.0332336,-0.000523599
1715420054.604520919,0.0332336,-0.00122173
1715420054.654417471,0.0443489,0.000174533
1715420054.704464415,0.0443489,-0.00122173
1715420054.754557076,0.067009,0.000174533
1715420054.804463926,0.067009,-0.000698132
1715420054.854505891,0.0592813,-0.0010472
1715420054.904479296,0.0592813,-0.0010472
1715420054.954467498,0.0497346,-0.000523599
1715420055.004504514,0.0497346,-0.000698132
1715420055.054525364,0.0744242,-0.0010472
1715420055.104476881,0.0744242,-0.000523599
1715420055.154527819,0.0617067,-0.000174533
1715420055.204546368,0.0617067,-0.000523599
1715420055.254578566,0.0382255,-0.000174533
1715420055.304519834,0.0382255,-0.0010472
1715420055.354569760,0.0346098,-0.00122173
1715420055.404503540,0.0346098,-0.000174533
1715420055.454542255,0.0109149,0
1715420055.504600761,0.0109149,0.000174533
1715420055.554531679,0.034357,-0.0015708
1715420055.654596130,0.0473601,-0.00122173
1715420055.704548520,0.0473601,-0.000523599
1715420055.754524871,0.0291137,-0.000523599
1715420055.804575831,0.0291137,-0.00122173
1715420055.854546652,0.024446,-0.000174533
1715420055.904521322,0.024446,-0.000523599
1715420055.954594668,0.017544,-0.000698132
1715420056.004519004,0.017544,-0.000698132
1715420056.054569102,0.0175198,-0.000523599
1715420056.104634549,0.0175198,0.000174533
1715420056.154510265,0.025887,-0.000174533
1715420056.204511562,0.025887,-0.000523599
1715420056.254592195,0.0347855,-0.00226893
1715420056.304506288,0.0347855,-0.00122173
1715420056.354501594,0.0641691,-0.0010472
1715420056.404647005,0.0641691,-0.00174533
1715420056.454597824,0.0496034,-0.000174533
1715420056.504567184,0.0496034,-0.000523599
1715420056.554582680,0.049414,0
1715420056.604592570,0.049414,-0.000698132
1715420056.654548841,0.0618491,-0.000523599
1715420056.704648900,0.0618491,-0.000698132
1715420056.754596162,0.0391272,-0.000523599
1715420056.804596212,0.0391272,-0.0010472
1715420056.854594577,0.0526468,-0.000523599
1715420056.904626608,0.0526468,-0.0020944
1715420056.954652202,0.045951,0.000523599
1715420057.004606497,0.045951,-0.00174533
1715420057.054637602,0.0336157,-0.000174533
1715420057.104682240,0.0336157,-0.00122173
1715420057.154536452,0.0127687,0.000174533
1715420057.204626967,0.0127687,0
1715420057.254650766,0.0141639,-0.000174533
1715420057.304592951,0.0141639,-0.00174533
1715420057.354572645,0.0309445,-0.00122173
1715420057.404648461,0.0309445,-0.0010472
1715420057.454696517,0.0315177,-0.000698132
1715420057.504601769,0.0315177,-0.0010472
1715420057.554650089,0.0436332,-0.000698132
1715420057.604695739,0.0434063,0.000174533
1715420057.654562228,0.0214915,-0.000523599
1715420057.704612936,0.0214915,0
1715420057.754583705,0.00675863,-0.0015708
1715420057.804732035,0.00675863,-0.000523599
1715420057.854612796,0.0289702,-0.00174533
1715420057.904704147,0.0289702,0.000174533
1715420057.954683914,0.0264837,-0.000523599
1715420058.004643278,0.0264837,-0.000698132
1715420058.054678209,0.0512024,-0.0020944
1715420058.104633061,0.0512024,-0.000698132
1715420058.154627702,0.0213437,-0.0010472
1715420058.204625242,0.0213437,-0.00174533
1715420058.254703958,0.0136111,0.000174533
1715420058.304760149,0.0136111,-0.000523599
1715420058.354653711,0.0169604,-0.000174533
1715420058.404642793,0.0169604,0
1715420058.454712044,0.0349802,-0.00174533
1715420058.504606775,0.0349802,-0.000523599
1715420058.554633207,0.0452573,-0.000523599
1715420058.604629822,0.0452573,-0.0015708
1715420058.654734313,0.0313348,-0.000174533
1715420058.704665952,0.0313348,-0.00122173
1715420058.754630563,0.0100692,-0.0020944
1715420058.804648374,0.0100692,-0.000698132
1715420058.854757397,0.0260845,-0.0010472
1715420058.904638685,0.0260845,-0.000174533
1715420058.954674341,0.052411,0
1715420059.004700308,0.052411,-0.000523599
1715420059.054643880,0.0450685,-0.000174533
1715420059.104668606,0.0450685,-0.000523599
1715420059.154713369,0.0438757,-0.0010472
1715420059.204746269,0.0438757,-0.00122173
1715420059.304744326,0.0398783,-0.000698132
1715420059.354692450,0.0141558,-0.0015708
1715420059.404653829,0.0141558,-0.000523599
1715420059.454678715,0.0274986,-0.000174533
1715420059.504700969,0.0274986,-0.000523599
1715420059.554757543,0.0206324,-0.000523599
1715420059.604672490,0.0206324,-0.000698132
1715420059.654738025,0.0365529,-0.000698132
1715420059.704821644,0.0338399,-0.0010472
1715420059.754750742,0.0380403,-0.00122173
1715420059.804691574,0.0380403,-0.0010472
1715420059.854898325,0.0328495,-0.00122173
1715420059.904702080,0.0328495,0.000523599
1715420059.954716136,0.00931695,-0.0010472
1715420060.004862927,0.00931695,-0.00122173
1715420060.054742919,0.0180556,-0.000698132
1715420060.104769817,0.0159087,-0.000523599
1715420060.154729866,0.0233598,-0.000698132
1715420060.204764977,0.0233598,-0.00122173
1715420060.254869874,0.0455564,-0.000698132
